ID,ON,AREA,ADDRESS,STREET,SITE,SIDE,ASSIGNED,COMMON,BOTANICAL,CULTIVAR,DBH,REMOVAL,STEMS,COND,MAINTPRIM,OBSERVE,INSPECT,LOCATION,NOTES,DATE,TIME,STAFF,XCOORD,YCOORD,FAILURE,LIKELIHOOD,TARGET,CONSEQ,RISK,UNIQUEID,EDITTIME,SPREAD,HEIGHT,CLEARANCE,DECAYCL,DECAYT,DECAYRF,DAMC,DAMT,DAMRF,CAVITYCL,CAVITYT,CAVITYRF,IMPROPMULC,IMPROPPRUN,NUTRIENTD,PEST,GIRDLING,STRESS,OHUTILITY,TOP_HEIGHT,CROWN_M,CROWN_DIE
8.00000,Elan Park,Elan Park,"2",Blue Hen Rg,8.00000,Front,False,"arborvitae, eastern",Thuja occidentalis,,10.00000,N/A,1.00000,Very Good,N/A,None,False,Park,,9/29/2015,2:05:36 PM,LM,553218.43365,611650.32052,Improbable,Unlikely,Medium,Minor,Low,LM 20150929140537,9/29/2015 2:11:58 PM,"15","30",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"30",0-5%,0-5%
9.00000,Elan Park,Elan Park,"2",Blue Hen Rg,9.00000,Front,False,"arborvitae, eastern",Thuja occidentalis,,8.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,2:07:17 PM,LM,553210.75457,611650.32052,Improbable,Unlikely,Medium,Minor,Low,LM 20150929140718,9/29/2015 2:12:04 PM,"10","30",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"30",0-5%,0-5%
10.00000,Elan Park,Elan Park,"2",Blue Hen Rg,10.00000,Front,False,"arborvitae, eastern",Thuja occidentalis,,11.00000,N/A,1.00000,Very Good,N/A,None,False,Park,,9/29/2015,2:09:09 PM,LM,553205.37921,611650.32052,Improbable,Unlikely,Medium,Minor,Low,LM 20150929140909,9/29/2015 2:12:10 PM,"15","40",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"40",0-5%,0-5%
26.00000,Elan Park,Elan Park,"2",Blue Hen Rg,26.00000,Front,False,"pine, eastern white",Pinus strobus,,12.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,3:09:02 PM,LM,553104.78325,611544.34921,Improbable,Unlikely,Medium,Significant,Low,LM 20150929150902,9/29/2015 3:09:02 PM,"25","31",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"31",0-5%,6-10%
27.00000,Elan Park,Elan Park,"2",Blue Hen Rg,27.00000,Front,False,"elm, Chinese",Ulmus parvifolia,,20.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,3:12:41 PM,LM,553126.28468,611581.97670,Possible,Unlikely,Medium,Minor,Low,LM 20150929151242,9/29/2015 3:12:42 PM,"37","54",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"54",0-5%,0-5%
28.00000,Elan Park,Elan Park,"2",Blue Hen Rg,28.00000,Front,False,"zelkova, Japanese",Zelkova serrata,,11.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,3:16:59 PM,LM,553057.94086,611667.21450,Possible,Unlikely,Medium,Minor,Low,LM 20150929151659,9/29/2015 3:16:59 PM,"16","33",None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,No,"33",6-10%,6-10%
29.00000,Elan Park,Elan Park,"2",Blue Hen Rg,29.00000,Front,False,"zelkova, Japanese",Zelkova serrata,,16.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,3:20:25 PM,LM,553055.63714,611619.60420,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20150929152025,11/19/2015 7:03:06 PM,"25","37",None,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,No,"38",16-20%,16-20%
30.00000,Elan Park,Elan Park,"2",Blue Hen Rg,30.00000,Front,False,"zelkova, Japanese",Zelkova serrata,,15.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,3:25:32 PM,LM,553041.81479,611590.42369,Possible,Unlikely,Medium,Minor,Low,LM 20150929152532,9/29/2015 3:25:32 PM,"35","45",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"45",0-5%,0-5%
31.00000,Elan Park,Elan Park,"2",Blue Hen Rg,31.00000,Front,False,"zelkova, Japanese",Zelkova serrata,,17.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,3:30:33 PM,LM,553041.81479,611554.33201,Possible,Unlikely,Medium,Minor,Low,LM 20150929153033,9/29/2015 3:30:33 PM,"38","45",None,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,No,"45",0-5%,0-5%
32.00000,Elan Park,Elan Park,"2",Blue Hen Rg,32.00000,Front,False,"zelkova, Japanese",Zelkova serrata,,16.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,3:32:42 PM,LM,553031.83199,611519.77615,Possible,Unlikely,Medium,Minor,Low,LM 20150929153242,9/29/2015 3:32:42 PM,"29","39",None,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,No,"39",0-5%,0-5%
33.00000,Elan Park,Elan Park,"2",Blue Hen Rg,33.00000,Front,False,"oak, northern red",Quercus rubra,,25.00000,N/A,1.00000,Good,N/A,None,False,Park,bls,9/29/2015,3:35:05 PM,LM,553073.29902,611581.97670,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20150929153505,11/19/2015 7:25:45 PM,"50","60",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"60",0-5%,0-5%
34.00000,Elan Park,Elan Park,"2",Blue Hen Rg,34.00000,Front,False,"oak, chestnut",Quercus prinus,,1.00000,N/A,2.00000,Good,N/A,None,False,Park,remove hardware,9/29/2015,3:40:15 PM,LM,553031.06408,611459.87932,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929154016,10/15/2015 6:11:19 PM,"5","7",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"7",0-5%,0-5%
35.00000,Elan Park,Elan Park,"2",Blue Hen Rg,35.00000,Front,False,"pine, Japanese black",Pinus thunbergii,,1.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,3:46:18 PM,LM,553023.63288,611414.61848,Possible,Unlikely,Medium,Negligible,Low,LM 20150929154618,9/29/2015 3:46:18 PM,"5","8",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,No,"8",11-15%,11-15%
36.00000,Elan Park,Elan Park,"2",Blue Hen Rg,36.00000,Front,False,"oak, chestnut",Quercus prinus,,1.00000,N/A,2.00000,Fair,N/A,None,False,Park,remove hardware,9/29/2015,3:48:26 PM,LM,553021.23187,611382.20477,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929154826,9/29/2015 3:48:26 PM,"5","6",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"6",6-10%,6-10%
37.00000,Elan Park,Elan Park,"2",Blue Hen Rg,37.00000,Front,False,"oak, chestnut",Quercus prinus,,1.00000,N/A,1.00000,Poor,N/A,None,False,Park,topped,9/29/2015,3:52:55 PM,LM,553030.23568,611366.59816,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929155255,9/29/2015 3:52:55 PM,"2","5",None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,No,"5",16-20%,16-20%
38.00000,Elan Park,Elan Park,"2",Blue Hen Rg,38.00000,Front,False,"willow, black",Salix nigra,,8.00000,N/A,1.00000,Fair,N/A,None,False,Park,leaning over sidewalk,9/29/2015,3:55:34 PM,LM,553012.22806,611277.16033,Possible,Unlikely,Medium,Minor,Low,LM 20150929155534,9/29/2015 3:55:34 PM,"17","22",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"22",6-10%,6-10%
39.00000,Elan Park,Elan Park,"2",Blue Hen Rg,39.00000,Front,False,"tupelo, water",Nyssa aquatica,,1.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,4:00:25 PM,LM,553022.43237,611239.34433,Possible,Unlikely,Medium,Negligible,Low,LM 20150929160025,9/29/2015 4:00:25 PM,"2","6",None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"6",6-10%,6-10%
40.00000,Elan Park,Elan Park,"2",Blue Hen Rg,40.00000,Front,False,"pine, eastern white",Pinus strobus,,15.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,4:05:27 PM,LM,553043.44126,611199.12731,Possible,Unlikely,Medium,Minor,Low,LM 20150929160527,9/29/2015 4:05:27 PM,"30","40",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"40",0-5%,6-10%
41.00000,Elan Park,Elan Park,"2",Blue Hen Rg,41.00000,Front,False,"pine, eastern white",Pinus strobus,,19.00000,N/A,1.00000,Good,N/A,None,False,Park,,9/29/2015,4:07:10 PM,LM,553055.44634,611186.52198,Possible,Unlikely,Medium,Minor,Low,LM 20150929160710,9/29/2015 4:07:10 PM,"41","40",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"40",0-5%,6-10%
42.00000,Elan Park,Elan Park,"2",Blue Hen Rg,42.00000,Front,False,"tupelo, water",Nyssa aquatica,,1.00000,N/A,1.00000,Poor,N/A,None,False,Park,,9/29/2015,4:08:58 PM,LM,553090.86132,611193.12478,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929160858,9/29/2015 4:08:58 PM,"2","7",None,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,No,"6",6-10%,6-10%
43.00000,Elan Park,Elan Park,"2",Blue Hen Rg,43.00000,Front,False,"tupelo, water",Nyssa aquatica,,1.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,4:10:56 PM,LM,553125.07580,611178.71868,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929161056,9/29/2015 4:10:56 PM,"2","7",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"7",0-5%,0-5%
44.00000,Elan Park,Elan Park,"2",Blue Hen Rg,44.00000,Front,False,"planetree, London",Platanus x acerifolia,,2.00000,N/A,2.00000,Fair,N/A,None,False,Park,,9/29/2015,4:12:01 PM,LM,553123.87529,611150.50675,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929161201,9/29/2015 4:12:01 PM,"5","9",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"9",0-5%,0-5%
45.00000,Elan Park,Elan Park,"2",Blue Hen Rg,45.00000,Front,False,"planetree, London",Platanus x acerifolia,,1.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/29/2015,4:13:21 PM,LM,553144.88418,611158.91030,Improbable,Unlikely,Medium,Negligible,Low,LM 20150929161321,9/29/2015 4:13:21 PM,"6","15",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"15",0-5%,6-10%
46.00000,Rahway Park,Rahway Park,"922",Rahway Park,1.00000,Front,False,"hawthorn, spp.",Crataegus spp.,,11.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/30/2015,8:34:08 AM,LM,554084.28959,612880.38525,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20150930083503,10/15/2015 5:59:34 PM,"35","42",None,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,No,"42",0-5%,6-10%
47.00000,Rahway Park,Rahway Park,"922",Rahway Park,2.00000,Front,False,Amur corktree,Phellodendron amurense,,18.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/30/2015,8:44:24 AM,LM,554115.28028,612896.40637,Possible,Unlikely,Medium,Minor,Low,LM 20150930084424,9/30/2015 8:44:24 AM,"38","35",None,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"35",6-10%,6-10%
48.00000,Rahway Park,Rahway Park,"922",Rahway Park,3.00000,Front,False,"dogwood, Kousa",Cornus kousa,,8.00000,N/A,4.00000,Fair,N/A,None,False,Park,,9/30/2015,8:49:14 AM,LM,554101.45231,612914.84368,Probable,Somewhat Likely,Medium,Negligible,Low,LM 20150930084914,10/15/2015 5:57:00 PM,"20","17",None,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,No,"17",11-15%,11-15%
49.00000,Rahway Park,Rahway Park,"922",Rahway Park,4.00000,Front,False,"ash, white",Fraxinus americana,,29.00000,N/A,1.00000,Fair,N/A,None,False,Park,"emerald ash borer; playground",9/30/2015,8:55:14 AM,LM,554070.72347,612938.65852,Probable,Likely,High,Minor,Moderate,LM 20150930085514,9/30/2015 9:03:06 AM,"45","110",None,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No,"110",16-20%,16-20%
50.00000,Rahway Park,Rahway Park,"922",Rahway Park,5.00000,Front,False,"ash, white",Fraxinus americana,,28.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/30/2015,9:00:46 AM,LM,554065.34593,612944.80429,Probable,Likely,High,Minor,Moderate,LM 20150930090046,11/19/2015 7:13:48 PM,"56","110",None,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,No,"110",11-15%,11-15%
51.00000,Rahway Park,Rahway Park,"922",Rahway Park,6.00000,Front,False,"oak, spp.",Quercus spp.,,27.00000,Habitat,1.00000,Dead,N/A,None,False,Park,,9/30/2015,9:04:03 AM,LM,554079.17390,612948.64539,Possible,Unlikely,Medium,Severe,Low,LM 20150930090403,11/19/2015 7:04:06 PM,"1","24",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"0",>100%,>100%
52.00000,Rahway Park,Rahway Park,"922",Rahway Park,7.00000,Front,False,"maple, silver",Acer saccharinum,,60.00000,N/A,3.00000,Fair,N/A,None,False,Park,"poor structure; cable and brace",9/30/2015,9:10:24 AM,LM,554114.51206,613017.78527,Possible,Unlikely,Medium,Severe,Low,LM 20150930091024,11/19/2015 7:14:34 PM,"60","79",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"79",6-10%,0-5%
53.00000,Rahway Park,Rahway Park,"922",Rahway Park,8.00000,Front,False,"maple, silver",Acer saccharinum,,65.00000,N/A,4.00000,Fair,N/A,None,False,Park,,9/30/2015,9:22:01 AM,LM,554106.06163,613007.03018,Probable,Somewhat Likely,Medium,Minor,Low,LM 20150930092201,9/30/2015 9:22:01 AM,"65","90",None,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"90",0-5%,6-10%
54.00000,Rahway Park,Rahway Park,"922",Rahway Park,9.00000,Front,False,osage-orange,Maclura pomifera,,59.00000,N/A,3.00000,Poor,N/A,None,False,Park,cable and brace or remove,9/30/2015,9:28:10 AM,LM,554054.59083,613015.48061,Probable,Somewhat Likely,Medium,Significant,Moderate,LM 20150930092811,9/30/2015 9:28:11 AM,"60","91",None,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,No,"90",16-20%,16-20%
55.00000,Rahway Park,Rahway Park,"922",Rahway Park,10.00000,Front,False,"oak, pin",Quercus palustris,,36.00000,N/A,1.00000,Fair,N/A,None,False,Park,oak wilt,9/30/2015,9:34:20 AM,LM,554036.15353,612997.04331,Probable,Somewhat Likely,Medium,Minor,Low,LM 20150930093420,9/30/2015 9:34:20 AM,"65","101",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"101",21-25%,21-25%
56.00000,Rahway Park,Rahway Park,"922",Rahway Park,11.00000,Front,False,"maple, silver",Acer saccharinum,,18.00000,N/A,1.00000,Fair,N/A,None,False,Park,poor root system,9/30/2015,9:41:36 AM,LM,554004.65648,613023.16282,Possible,Unlikely,Medium,Significant,Low,LM 20150930094136,9/30/2015 9:41:36 AM,"40","76",None,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,No,"76",0-5%,0-5%
57.00000,Rahway Park,Rahway Park,"922",Rahway Park,12.00000,Front,False,"maple, red",Acer rubrum,,13.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/30/2015,9:48:28 AM,LM,553976.23230,613016.24883,Possible,Unlikely,Medium,Minor,Low,LM 20150930094828,9/30/2015 9:48:28 AM,"40","75",None,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,No,"76",0-5%,0-5%
58.00000,Rahway Park,Rahway Park,"922",Rahway Park,13.00000,Front,False,"maple, red",Acer rubrum,,9.00000,N/A,1.00000,Fair,N/A,None,False,Park,,9/30/2015,9:52:55 AM,LM,553970.08654,613019.32171,Possible,Unlikely,Medium,Minor,Low,LM 20150930095255,9/30/2015 9:52:55 AM,"40","75",None,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,No,"75",0-5%,0-5%
59.00000,Rahway Park,Rahway Park,"922",Rahway Park,14.00000,Front,False,"oak, pin",Quercus palustris,,41.00000,N/A,1.00000,Good,N/A,None,False,Park,oak wilt,9/30/2015,9:55:34 AM,LM,553964.70899,612993.20220,Probable,Somewhat Likely,Medium,Minor,Low,LM 20150930095534,9/30/2015 9:55:34 AM,"80","130",None,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"130",6-10%,6-10%
60.00000,Rahway Park,Rahway Park,"922",Rahway Park,15.00000,Front,False,"maple, silver",Acer saccharinum,,45.00000,N/A,2.00000,Good,N/A,None,False,Park,remove poison ivy,9/30/2015,10:02:38 AM,LM,553904.01954,612940.19496,Possible,Unlikely,Medium,Significant,Low,LM 20150930100238,9/30/2015 10:02:38 AM,"70","84",None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,"84",6-10%,6-10%
